Flow ID,Src IP,Src Port,Dst IP,Dst Port,Protocol,Flow Duration,Tot Fwd Pkts,Tot Bwd Pkts,TotLen Fwd Pkts,TotLen Bwd Pkts,Fwd Pkt Len Max,Fwd Pkt Len Min,Fwd Pkt Len Mean,Fwd Pkt Len Std,Bwd Pkt Len Max,Bwd Pkt Len Min,Bwd Pkt Len Mean,Bwd Pkt Len Std,Flow Byts/s,Flow Pkts/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Tot,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Tot,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd Header Len,Bwd Header Len,Fwd Pkts/s,Bwd Pkts/s,Pkt Len Min,Pkt Len Max,Pkt Len Mean,Pkt Len Std,Pkt Len Var,FIN Flag Cnt,SYN Flag Cnt,RST Flag Cnt,PSH Flag Cnt,ACK Flag Cnt,URG Flag Cnt,CWE Flag Count,ECE Flag Cnt,Down/Up Ratio,Pkt Size Avg,Fwd Seg Size Avg,Bwd Seg Size Avg,Fwd Byts/b Avg,Fwd Pkts/b Avg,Fwd Blk Rate Avg,Bwd Byts/b Avg,Bwd Pkts/b Avg,Bwd Blk Rate Avg,Subflow Fwd Pkts,Subflow Fwd Byts,Subflow Bwd Pkts,Subflow Bwd Byts,Init Fwd Win Byts,Init Bwd Win Byts,Fwd Act Data Pkts,Fwd Seg Size Min,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min,Label
192.168.52.132-192.168.52.2-54328-53-17,192.168.52.132,54328,192.168.52.2,53,17,4181,0,2,0,78,0,0,0,0,39,39,39,0,18655.82397,478.3544607,4181,0,4181,4181,0,0,0,0,0,4181,4181,0,4181,4181,0,0,0,0,0,16,0,478.3544607,39,39,39,0,0,0,0,0,0,0,0,0,0,0,58.5,0,39,0,0,0,0,0,0,0,0,2,78,-1,-1,0,0,0,0,0,0,0,0,0,0,0
192.168.52.132-192.168.52.2-65529-53-17,192.168.52.132,65529,192.168.52.2,53,17,58238100,1,3,39,178,39,39,39,0,107,32,59.33333333,41.42865353,3.726083097,0.068683559,1.94E+07,3.36E+07,5.82E+07,4652,0,0,0,0,0,5.82E+07,2.91E+07,4.12E+07,5.82E+07,14295,0,0,0,0,8,24,0.01717089,0.05151267,32,107,49.8,32.16675302,1034.7,0,0,0,0,0,0,0,0,3,62.25,39,59.33333333,0,0,0,0,0,0,1,39,3,178,-1,-1,1,0,14295,0,14295,14295,5.82E+07,0,5.82E+07,5.82E+07,0
192.168.52.132-192.168.52.2-58722-53-17,192.168.52.132,58722,192.168.52.2,53,17,12603,0,2,0,150,0,0,0,0,116,34,75,57.98275606,11901.92811,158.6923748,12603,0,12603,12603,0,0,0,0,0,12603,12603,0,12603,12603,0,0,0,0,0,16,0,158.6923748,34,116,61.33333333,47.34272207,2241.333333,0,0,0,0,0,0,0,0,0,92,0,75,0,0,0,0,0,0,0,0,2,150,-1,-1,0,0,0,0,0,0,0,0,0,0,0
192.168.52.132-192.168.52.2-64855-53-17,192.168.52.132,64855,192.168.52.2,53,17,155249,0,2,0,56,0,0,0,0,28,28,28,0,360.710858,12.88253064,155249,0,155249,155249,0,0,0,0,0,155249,155249,0,155249,155249,0,0,0,0,0,16,0,12.88253064,28,28,28,0,0,0,0,0,0,0,0,0,0,0,42,0,28,0,0,0,0,0,0,0,0,2,56,-1,-1,0,0,0,0,0,0,0,0,0,0,0
192.168.52.132-192.168.52.2-49359-53-17,192.168.52.132,49359,192.168.52.2,53,17,12805,0,2,0,70,0,0,0,0,35,35,35,0,5466.614604,156.1889887,12805,0,12805,12805,0,0,0,0,0,12805,12805,0,12805,12805,0,0,0,0,0,16,0,156.1889887,35,35,35,0,0,0,0,0,0,0,0,0,0,0,52.5,0,35,0,0,0,0,0,0,0,0,2,70,-1,-1,0,0,0,0,0,0,0,0,0,0,0
192.168.52.132-192.168.52.2-59125-53-17,192.168.52.132,59125,192.168.52.2,53,17,8362,0,2,0,135,0,0,0,0,93,42,67.5,36.06244584,16144.46305,239.1772303,8362,0,8362,8362,0,0,0,0,0,8362,8362,0,8362,8362,0,0,0,0,0,16,0,239.1772303,42,93,59,29.44486373,867,0,0,0,0,0,0,0,0,0,88.5,0,67.5,0,0,0,0,0,0,0,0,2,135,-1,-1,0,0,0,0,0,0,0,0,0,0,0
192.168.52.132-192.168.52.2-63823-53-17,192.168.52.132,63823,192.168.52.2,53,17,46420,0,2,0,86,0,0,0,0,43,43,43,0,1852.64972,43.08487721,46420,0,46420,46420,0,0,0,0,0,46420,46420,0,46420,46420,0,0,0,0,0,16,0,43.08487721,43,43,43,0,0,0,0,0,0,0,0,0,0,0,64.5,0,43,0,0,0,0,0,0,0,0,2,86,-1,-1,0,0,0,0,0,0,0,0,0,0,0
172.67.71.254-192.168.52.132-443-65255-6,172.67.71.254,443,192.168.52.132,65255,6,3007,1,1,0,0,0,0,0,0,0,0,0,0,0,665.1147323,3007,0,3007,3007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,332.5573661,332.5573661,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,-1,64239,0,0,0,0,0,0,0,0,0,0,0
192.168.52.132-192.168.52.2-62779-53-17,192.168.52.132,62779,192.168.52.2,53,17,13879,0,2,0,215,0,0,0,0,182,33,107.5,105.3589104,15491.02961,144.1026011,13879,0,13879,13879,0,0,0,0,0,13879,13879,0,13879,13879,0,0,0,0,0,16,0,144.1026011,33,182,82.66666667,86.02519011,7400.333333,0,0,0,0,0,0,0,0,0,124,0,107.5,0,0,0,0,0,0,0,0,2,215,-1,-1,0,0,0,0,0,0,0,0,0,0,0
192.168.52.132-192.168.52.2-51831-53-17,192.168.52.132,51831,192.168.52.2,53,17,54151,0,2,0,157,0,0,0,0,125,32,78.5,65.76093065,2899.300105,36.9337593,54151,0,54151,54151,0,0,0,0,0,54151,54151,0,54151,54151,0,0,0,0,0,16,0,36.9337593,32,125,63,53.69357503,2883,0,0,0,0,0,0,0,0,0,94.5,0,78.5,0,0,0,0,0,0,0,0,2,157,-1,-1,0,0,0,0,0,0,0,0,0,0,0
192.168.52.132-192.168.52.2-52314-53-17,192.168.52.132,52314,192.168.52.2,53,17,31092,0,2,0,196,0,0,0,0,154,42,98,79.19595949,6303.872379,64.32522835,31092,0,31092,31092,0,0,0,0,0,31092,31092,0,31092,31092,0,0,0,0,0,16,0,64.32522835,42,154,79.33333333,64.66323015,4181.333333,0,0,0,0,0,0,0,0,0,119,0,98,0,0,0,0,0,0,0,0,2,196,-1,-1,0,0,0,0,0,0,0,0,0,0,0
192.168.52.132-192.168.52.2-60633-53-17,192.168.52.132,60633,192.168.52.2,53,17,17381,0,2,0,145,0,0,0,0,109,36,72.5,51.61879503,8342.442897,115.0681779,17381,0,17381,17381,0,0,0,0,0,17381,17381,0,17381,17381,0,0,0,0,0,16,0,115.0681779,36,109,60.33333333,42.14656965,1776.333333,0,0,0,0,0,0,0,0,0,90.5,0,72.5,0,0,0,0,0,0,0,0,2,145,-1,-1,0,0,0,0,0,0,0,0,0,0,0
192.168.52.132-192.168.52.2-52453-53-17,192.168.52.132,52453,192.168.52.2,53,17,219126,0,2,0,221,0,0,0,0,190,31,110.5,112.4299782,1008.552157,9.127168843,219126,0,219126,219126,0,0,0,0,0,219126,219126,0,219126,219126,0,0,0,0,0,16,0,9.127168843,31,190,84,91.7986928,8427,0,0,0,0,0,0,0,0,0,126,0,110.5,0,0,0,0,0,0,0,0,2,221,-1,-1,0,0,0,0,0,0,0,0,0,0,0
192.168.52.132-192.168.52.2-62212-53-17,192.168.52.132,62212,192.168.52.2,53,17,3002,0,2,0,60,0,0,0,0,30,30,30,0,19986.67555,666.2225183,3002,0,3002,3002,0,0,0,0,0,3002,3002,0,3002,3002,0,0,0,0,0,16,0,666.2225183,30,30,30,0,0,0,0,0,0,0,0,0,0,0,45,0,30,0,0,0,0,0,0,0,0,2,60,-1,-1,0,0,0,0,0,0,0,0,0,0,0
192.168.52.132-192.168.52.2-51612-53-17,192.168.52.132,51612,192.168.52.2,53,17,21140,0,2,0,68,0,0,0,0,34,34,34,0,3216.650899,94.60737938,21140,0,21140,21140,0,0,0,0,0,21140,21140,0,21140,21140,0,0,0,0,0,16,0,94.60737938,34,34,34,0,0,0,0,0,0,0,0,0,0,0,51,0,34,0,0,0,0,0,0,0,0,2,68,-1,-1,0,0,0,0,0,0,0,0,0,0,0
192.168.52.132-192.168.52.2-58693-53-17,192.168.52.132,58693,192.168.52.2,53,17,33090,0,2,0,128,0,0,0,0,92,36,64,39.59797975,3868.238138,60.44122091,33090,0,33090,33090,0,0,0,0,0,33090,33090,0,33090,33090,0,0,0,0,0,16,0,60.44122091,36,92,54.66666667,32.33161507,1045.333333,0,0,0,0,0,0,0,0,0,82,0,64,0,0,0,0,0,0,0,0,2,128,-1,-1,0,0,0,0,0,0,0,0,0,0,0
192.168.52.132-192.168.52.2-63053-53-17,192.168.52.132,63053,192.168.52.2,53,17,15201,0,2,0,114,0,0,0,0,81,33,57,33.9411255,7499.506611,131.5702914,15201,0,15201,15201,0,0,0,0,0,15201,15201,0,15201,15201,0,0,0,0,0,16,0,131.5702914,33,81,49,27.71281292,768,0,0,0,0,0,0,0,0,0,73.5,0,57,0,0,0,0,0,0,0,0,2,114,-1,-1,0,0,0,0,0,0,0,0,0,0,0
192.168.52.132-192.168.52.2-52754-53-17,192.168.52.132,52754,192.168.52.2,53,17,13609,0,2,0,114,0,0,0,0,81,33,57,33.9411255,8376.809464,146.9615695,13609,0,13609,13609,0,0,0,0,0,13609,13609,0,13609,13609,0,0,0,0,0,16,0,146.9615695,33,81,49,27.71281292,768,0,0,0,0,0,0,0,0,0,73.5,0,57,0,0,0,0,0,0,0,0,2,114,-1,-1,0,0,0,0,0,0,0,0,0,0,0
192.168.52.132-216.239.38.181-57472-443-6,216.239.38.181,443,192.168.52.132,57472,6,4227,1,1,0,0,0,0,0,0,0,0,0,0,0,473.1488053,4227,0,4227,4227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,236.5744026,236.5744026,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,-1,64239,0,0,0,0,0,0,0,0,0,0,0
192.168.52.132-192.168.52.2-51058-53-17,192.168.52.132,51058,192.168.52.2,53,17,11638,0,2,0,114,0,0,0,0,81,33,57,33.9411255,9795.497508,171.8508335,11638,0,11638,11638,0,0,0,0,0,11638,11638,0,11638,11638,0,0,0,0,0,16,0,171.8508335,33,81,49,27.71281292,768,0,0,0,0,0,0,0,0,0,73.5,0,57,0,0,0,0,0,0,0,0,2,114,-1,-1,0,0,0,0,0,0,0,0,0,0,0
192.168.52.132-192.168.52.2-50757-53-17,192.168.52.132,50757,192.168.52.2,53,17,359352,0,2,0,98,0,0,0,0,49,49,49,0,272.7131058,5.565573588,359352,0,359352,359352,0,0,0,0,0,359352,359352,0,359352,359352,0,0,0,0,0,16,0,5.565573588,49,49,49,0,0,0,0,0,0,0,0,0,0,0,73.5,0,49,0,0,0,0,0,0,0,0,2,98,-1,-1,0,0,0,0,0,0,0,0,0,0,0
192.168.52.132-192.168.52.2-62499-53-17,192.168.52.132,62499,192.168.52.2,53,17,111610637,1,3,33,326,33,33,33,0,234,38,108.6666667,108.8362685,3.216539298,0.035838878,3.72E+07,6.44E+07,1.12E+08,1129,0,0,0,0,0,1.12E+08,5.58E+07,7.89E+07,1.12E+08,1129,0,0,0,0,8,24,0.008959719,0.026879158,33,234,79.4,86.78594356,7531.8,0,0,0,0,0,0,0,0,3,99.25,33,108.6666667,0,0,0,0,0,0,1,33,3,326,-1,-1,1,0,1129,0,1129,1129,1.12E+08,0,1.12E+08,1.12E+08,0
192.168.52.132-192.168.52.2-59310-53-17,192.168.52.132,59310,192.168.52.2,53,17,54870,0,2,0,66,0,0,0,0,33,33,33,0,1202.843084,36.44979041,54870,0,54870,54870,0,0,0,0,0,54870,54870,0,54870,54870,0,0,0,0,0,16,0,36.44979041,33,33,33,0,0,0,0,0,0,0,0,0,0,0,49.5,0,33,0,0,0,0,0,0,0,0,2,66,-1,-1,0,0,0,0,0,0,0,0,0,0,0
192.168.52.132-192.168.52.2-56566-53-17,192.168.52.132,56566,192.168.52.2,53,17,22746,0,2,0,126,0,0,0,0,90,36,63,38.18376618,5539.435505,87.9275477,22746,0,22746,22746,0,0,0,0,0,22746,22746,0,22746,22746,0,0,0,0,0,16,0,87.9275477,36,90,54,31.17691454,972,0,0,0,0,0,0,0,0,0,81,0,63,0,0,0,0,0,0,0,0,2,126,-1,-1,0,0,0,0,0,0,0,0,0,0,0
192.168.52.132-192.168.52.2-54057-53-17,192.168.52.132,54057,192.168.52.2,53,17,11870,0,2,0,179,0,0,0,0,143,36,89.5,75.66042559,15080.0337,168.4919966,11870,0,11870,11870,0,0,0,0,0,11870,11870,0,11870,11870,0,0,0,0,0,16,0,168.4919966,36,143,71.66666667,61.7764788,3816.333333,0,0,0,0,0,0,0,0,0,107.5,0,89.5,0,0,0,0,0,0,0,0,2,179,-1,-1,0,0,0,0,0,0,0,0,0,0,0
192.168.52.132-192.168.52.2-58820-53-17,192.168.52.132,58820,192.168.52.2,53,17,16767,0,2,0,112,0,0,0,0,80,32,56,33.9411255,6679.787678,119.2819228,16767,0,16767,16767,0,0,0,0,0,16767,16767,0,16767,16767,0,0,0,0,0,16,0,119.2819228,32,80,48,27.71281292,768,0,0,0,0,0,0,0,0,0,72,0,56,0,0,0,0,0,0,0,0,2,112,-1,-1,0,0,0,0,0,0,0,0,0,0,0
192.168.52.132-192.168.52.2-53151-53-17,192.168.52.132,53151,192.168.52.2,53,17,27097,0,2,0,154,0,0,0,0,116,38,77,55.15432893,5683.285973,73.80890874,27097,0,27097,27097,0,0,0,0,0,27097,27097,0,27097,27097,0,0,0,0,0,16,0,73.80890874,38,116,64,45.033321,2028,0,0,0,0,0,0,0,0,0,96,0,77,0,0,0,0,0,0,0,0,2,154,-1,-1,0,0,0,0,0,0,0,0,0,0,0
192.168.52.132-192.168.52.2-59849-53-17,192.168.52.132,59849,192.168.52.2,53,17,203833,0,2,0,72,0,0,0,0,36,36,36,0,353.2303405,9.811953903,203833,0,203833,203833,0,0,0,0,0,203833,203833,0,203833,203833,0,0,0,0,0,16,0,9.811953903,36,36,36,0,0,0,0,0,0,0,0,0,0,0,54,0,36,0,0,0,0,0,0,0,0,2,72,-1,-1,0,0,0,0,0,0,0,0,0,0,0
192.168.52.132-104.70.236.26-57459-443-6,104.70.236.26,443,192.168.52.132,57459,6,6457,1,1,0,0,0,0,0,0,0,0,0,0,0,309.741366,6457,0,6457,6457,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,154.870683,154.870683,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,-1,64239,0,0,0,0,0,0,0,0,0,0,0
192.168.52.132-192.168.52.2-64226-53-17,192.168.52.132,64226,192.168.52.2,53,17,85654105,1,3,46,253,46,46,46,0,159,39,84.33333333,65.15622252,3.490784242,0.046699455,2.86E+07,4.92E+07,8.54E+07,11464,0,0,0,0,0,8.57E+07,4.28E+07,6.06E+07,8.56E+07,11464,0,0,0,0,8,24,0.011674864,0.035024591,39,159,67.6,51.51504635,2653.8,0,0,0,0,0,0,0,0,3,84.5,46,84.33333333,0,0,0,0,0,0,1,46,3,253,-1,-1,1,0,11464,0,11464,11464,8.54E+07,0,8.54E+07,8.54E+07,0
192.168.52.132-192.168.52.2-60913-53-17,192.168.52.132,60913,192.168.52.2,53,17,8792102,1,3,42,221,42,42,42,0,129,38,73.66666667,48.58326186,29.91321074,0.454953776,2930700.667,4852472.734,8532476,22219,0,0,0,0,0,8792102,4396051,5881210.746,8554695,237407,0,0,0,0,8,24,0.113738444,0.341215332,38,129,60.2,39.01538158,1522.2,0,0,0,0,0,0,0,0,3,75.25,42,73.66666667,0,0,0,0,0,0,1,42,3,221,-1,-1,1,0,237407,0,237407,237407,8532476,0,8532476,8532476,0
192.168.52.132-192.168.52.2-54615-53-17,192.168.52.132,54615,192.168.52.2,53,17,4212,0,2,0,130,0,0,0,0,96,34,65,43.84062043,30864.19753,474.8338082,4212,0,4212,4212,0,0,0,0,0,4212,4212,0,4212,4212,0,0,0,0,0,16,0,474.8338082,34,96,54.66666667,35.79571669,1281.333333,0,0,0,0,0,0,0,0,0,82,0,65,0,0,0,0,0,0,0,0,2,130,-1,-1,0,0,0,0,0,0,0,0,0,0,0
192.168.52.132-192.168.52.2-62706-53-17,192.168.52.132,62706,192.168.52.2,53,17,4862,0,2,0,94,0,0,0,0,47,47,47,0,19333.60757,411.3533525,4862,0,4862,4862,0,0,0,0,0,4862,4862,0,4862,4862,0,0,0,0,0,16,0,411.3533525,47,47,47,0,0,0,0,0,0,0,0,0,0,0,70.5,0,47,0,0,0,0,0,0,0,0,2,94,-1,-1,0,0,0,0,0,0,0,0,0,0,0
142.251.43.2-192.168.52.132-443-57475-6,142.251.43.2,443,192.168.52.132,57475,6,4215,1,1,0,0,0,0,0,0,0,0,0,0,0,474.4958482,4215,0,4215,4215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,237.2479241,237.2479241,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,-1,64239,0,0,0,0,0,0,0,0,0,0,0
192.168.52.132-192.168.52.2-64128-53-17,192.168.52.132,64128,192.168.52.2,53,17,8812,0,2,0,102,0,0,0,0,67,35,51,22.627417,11575.12483,226.963232,8812,0,8812,8812,0,0,0,0,0,8812,8812,0,8812,8812,0,0,0,0,0,16,0,226.963232,35,67,45.66666667,18.47520861,341.3333333,0,0,0,0,0,0,0,0,0,68.5,0,51,0,0,0,0,0,0,0,0,2,102,-1,-1,0,0,0,0,0,0,0,0,0,0,0
192.168.52.132-192.168.52.2-55326-53-17,192.168.52.132,55326,192.168.52.2,53,17,61759,0,2,0,97,0,0,0,0,68,29,48.5,27.57716447,1570.621286,32.38394404,61759,0,61759,61759,0,0,0,0,0,61759,61759,0,61759,61759,0,0,0,0,0,16,0,32.38394404,29,68,42,22.5166605,507,0,0,0,0,0,0,0,0,0,63,0,48.5,0,0,0,0,0,0,0,0,2,97,-1,-1,0,0,0,0,0,0,0,0,0,0,0
192.168.52.132-192.168.52.2-64356-53-17,192.168.52.132,64356,192.168.52.2,53,17,29906,0,2,0,68,0,0,0,0,34,34,34,0,2273.791212,66.87621213,29906,0,29906,29906,0,0,0,0,0,29906,29906,0,29906,29906,0,0,0,0,0,16,0,66.87621213,34,34,34,0,0,0,0,0,0,0,0,0,0,0,51,0,34,0,0,0,0,0,0,0,0,2,68,-1,-1,0,0,0,0,0,0,0,0,0,0,0
192.168.52.132-192.168.52.2-55445-53-17,192.168.52.132,55445,192.168.52.2,53,17,4945,0,2,0,64,0,0,0,0,32,32,32,0,12942.36603,404.4489383,4945,0,4945,4945,0,0,0,0,0,4945,4945,0,4945,4945,0,0,0,0,0,16,0,404.4489383,32,32,32,0,0,0,0,0,0,0,0,0,0,0,48,0,32,0,0,0,0,0,0,0,0,2,64,-1,-1,0,0,0,0,0,0,0,0,0,0,0
192.168.52.132-192.168.52.2-62181-53-17,192.168.52.132,62181,192.168.52.2,53,17,66618670,2,4,80,241,42,38,40,2.828427125,96,33,60.25,30.02637729,4.818469057,0.090064842,1.33E+07,2.37E+07,5.47E+07,3476,1.19E+07,1.19E+07,0,1.19E+07,1.19E+07,6.66E+07,2.22E+07,2.88E+07,5.47E+07,13996,0,0,0,0,16,32,0.030021614,0.060043228,33,96,50.57142857,24.56187522,603.2857143,0,0,0,0,0,0,0,0,2,59,40,60.25,0,0,0,0,0,0,2,80,4,241,-1,-1,2,0,8736,7438.763338,13996,3476,3.33E+07,3.03E+07,5.47E+07,1.19E+07,0
192.168.52.132-192.168.52.2-59036-53-17,192.168.52.132,59036,192.168.52.2,53,17,15801,0,2,0,286,0,0,0,0,236,50,143,131.5218613,18100.12025,126.5742675,15801,0,15801,15801,0,0,0,0,0,15801,15801,0,15801,15801,0,0,0,0,0,16,0,126.5742675,50,236,112,107.3871501,11532,0,0,0,0,0,0,0,0,0,168,0,143,0,0,0,0,0,0,0,0,2,286,-1,-1,0,0,0,0,0,0,0,0,0,0,0
185.86.138.32-192.168.52.132-443-61535-6,192.168.52.132,61535,185.86.138.32,443,6,228,0,2,0,0,0,0,0,0,0,0,0,0,0,8771.929825,228,0,228,228,0,0,0,0,0,228,228,0,228,228,0,0,0,0,0,40,0,8771.929825,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,-1,64239,0,0,0,0,0,0,0,0,0,0,0
192.168.52.132-192.168.52.2-59695-53-17,192.168.52.132,59695,192.168.52.2,53,17,3547,0,2,0,64,0,0,0,0,32,32,32,0,18043.41697,563.8567804,3547,0,3547,3547,0,0,0,0,0,3547,3547,0,3547,3547,0,0,0,0,0,16,0,563.8567804,32,32,32,0,0,0,0,0,0,0,0,0,0,0,48,0,32,0,0,0,0,0,0,0,0,2,64,-1,-1,0,0,0,0,0,0,0,0,0,0,0
192.168.52.132-192.168.52.2-58984-53-17,192.168.52.132,58984,192.168.52.2,53,17,348488,0,2,0,80,0,0,0,0,56,24,40,22.627417,229.5631413,5.739078534,348488,0,348488,348488,0,0,0,0,0,348488,348488,0,348488,348488,0,0,0,0,0,16,0,5.739078534,24,56,34.66666667,18.47520861,341.3333333,0,0,0,0,0,0,0,0,0,52,0,40,0,0,0,0,0,0,0,0,2,80,-1,-1,0,0,0,0,0,0,0,0,0,0,0
192.168.52.132-36.156.187.36-49239-443-6,36.156.187.36,443,192.168.52.132,49239,6,46097,1,2,636,0,636,636,636,0,0,0,0,0,13796.9933,65.08015706,23048.5,32565.80281,46076,21,0,0,0,0,0,46097,46097,0,46097,46097,0,0,0,0,20,40,21.69338569,43.38677137,0,636,159,318,101124,0,0,0,0,1,0,0,0,2,212,636,0,0,0,0,0,0,0,1,636,2,0,-1,0,1,0,0,0,0,0,0,0,0,0,0
192.168.52.132-34.107.136.65-57461-443-6,34.107.136.65,443,192.168.52.132,57461,6,6005,1,1,0,0,0,0,0,0,0,0,0,0,0,333.0557868,6005,0,6005,6005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,166.5278934,166.5278934,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,-1,64239,0,0,0,0,0,0,0,0,0,0,0
192.168.52.132-192.168.52.2-59090-53-17,192.168.52.132,59090,192.168.52.2,53,17,16383,0,2,0,130,0,0,0,0,94,36,65,41.01219331,7935.05463,122.0777635,16383,0,16383,16383,0,0,0,0,0,16383,16383,0,16383,16383,0,0,0,0,0,16,0,122.0777635,36,94,55.33333333,33.48631561,1121.333333,0,0,0,0,0,0,0,0,0,83,0,65,0,0,0,0,0,0,0,0,2,130,-1,-1,0,0,0,0,0,0,0,0,0,0,0
192.168.52.132-192.168.52.2-63046-53-17,192.168.52.132,63046,192.168.52.2,53,17,4883,0,2,0,171,0,0,0,0,136,35,85.5,71.4177849,35019.45525,409.584272,4883,0,4883,4883,0,0,0,0,0,4883,4883,0,4883,4883,0,0,0,0,0,16,0,409.584272,35,136,68.66666667,58.31237719,3400.333333,0,0,0,0,0,0,0,0,0,103,0,85.5,0,0,0,0,0,0,0,0,2,171,-1,-1,0,0,0,0,0,0,0,0,0,0,0
192.168.52.132-192.168.52.2-50803-53-17,192.168.52.132,50803,192.168.52.2,53,17,7892,0,2,0,68,0,0,0,0,34,34,34,0,8616.320324,253.421186,7892,0,7892,7892,0,0,0,0,0,7892,7892,0,7892,7892,0,0,0,0,0,16,0,253.421186,34,34,34,0,0,0,0,0,0,0,0,0,0,0,51,0,34,0,0,0,0,0,0,0,0,2,68,-1,-1,0,0,0,0,0,0,0,0,0,0,0
192.168.52.132-192.168.52.2-49396-53-17,192.168.52.132,49396,192.168.52.2,53,17,7121,0,2,0,78,0,0,0,0,39,39,39,0,10953.51776,280.8594299,7121,0,7121,7121,0,0,0,0,0,7121,7121,0,7121,7121,0,0,0,0,0,16,0,280.8594299,39,39,39,0,0,0,0,0,0,0,0,0,0,0,58.5,0,39,0,0,0,0,0,0,0,0,2,78,-1,-1,0,0,0,0,0,0,0,0,0,0,0
192.168.52.132-203.69.141.49-65298-443-6,192.168.52.132,65298,203.69.141.49,443,6,44294733,19,32,12330,6989,3157,0,648.9473684,1076.716587,1460,0,218.40625,431.8908807,436.1466633,1.151378427,885894.66,3799231.26,1.93E+07,0,4.43E+07,2460567.056,6124067.769,1.93E+07,29,2.50E+07,805836,3432047.16,1.85E+07,0,0,0,0,0,380,656,0.428944904,0.722433523,0,3157,371.5192308,754.0835105,568641.9408,0,1,0,0,0,0,0,0,1,378.8039216,648.9473684,218.40625,0,0,0,0,0,0,19,12330,32,6989,-1,64240,12,0,326382.5,277957.3117,522928,129837,1.21E+07,8989980.961,1.85E+07,5737860,0
192.168.52.132-192.168.52.2-52166-53-17,192.168.52.132,52166,192.168.52.2,53,17,11367,0,2,0,202,0,0,0,0,165,37,101,90.50966799,17770.73986,175.9479194,11367,0,11367,11367,0,0,0,0,0,11367,11367,0,11367,11367,0,0,0,0,0,16,0,175.9479194,37,165,79.66666667,73.90083446,5461.333333,0,0,0,0,0,0,0,0,0,119.5,0,101,0,0,0,0,0,0,0,0,2,202,-1,-1,0,0,0,0,0,0,0,0,0,0,0
192.168.52.132-192.168.52.2-53198-53-17,192.168.52.132,53198,192.168.52.2,53,17,19636,0,2,0,219,0,0,0,0,179,40,109.5,98.28784258,11152.98431,101.853738,19636,0,19636,19636,0,0,0,0,0,19636,19636,0,19636,19636,0,0,0,0,0,16,0,101.853738,40,179,86.33333333,80.25168742,6440.333333,0,0,0,0,0,0,0,0,0,129.5,0,109.5,0,0,0,0,0,0,0,0,2,219,-1,-1,0,0,0,0,0,0,0,0,0,0,0
192.168.52.132-192.168.52.2-55039-53-17,192.168.52.132,55039,192.168.52.2,53,17,114289109,1,3,34,272,34,34,34,0,131,34,90.66666667,50.52062285,2.677420471,0.03499896,3.81E+07,6.60E+07,1.14E+08,12921,0,0,0,0,0,1.14E+08,5.71E+07,8.08E+07,1.14E+08,16818,0,0,0,0,8,24,0.00874974,0.02624922,34,131,68,47.32335576,2239.5,0,0,0,0,0,0,0,0,3,85,34,90.66666667,0,0,0,0,0,0,1,34,3,272,-1,-1,1,0,16818,0,16818,16818,1.14E+08,0,1.14E+08,1.14E+08,0
192.168.52.132-192.168.52.2-50306-53-17,192.168.52.132,50306,192.168.52.2,53,17,59933582,1,3,35,177,35,35,35,0,103,35,59,38.15756806,3.53724895,0.066740546,2.00E+07,3.46E+07,5.99E+07,5342,0,0,0,0,0,5.99E+07,3.00E+07,4.24E+07,5.99E+07,12761,0,0,0,0,8,24,0.016685137,0.05005541,35,103,50.2,29.58377934,875.2,0,0,0,0,0,0,0,0,3,62.75,35,59,0,0,0,0,0,0,1,35,3,177,-1,-1,1,0,12761,0,12761,12761,5.99E+07,0,5.99E+07,5.99E+07,0
